Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
13694.0,4,143,190711.47,5,5,5,15,Champions
13695.0,31,16,2677.73,4,5,5,14,Champions
13696.0,592,2,1386.2,1,2,4,7,Lost
13697.0,39,1,151.29999999999998,4,1,1,6,Potential Loyalist
13698.0,597,2,385.63,1,2,2,5,Lost
13699.0,155,2,382.6,3,2,2,7,Others
13700.0,26,13,2597.31,4,5,5,14,Champions
13701.0,447,1,161.0,1,1,1,3,Lost
13702.0,446,1,135.18,1,1,1,3,Lost
13703.0,415,1,281.76,1,1,2,4,Lost
13704.0,5,9,1866.76,5,5,4,14,Champions
13705.0,8,7,1689.43,5,4,4,13,Champions
13706.0,303,2,478.72,2,2,2,6,Others
13707.0,267,5,2964.31,2,4,5,11,At Risk
13708.0,271,1,285.93,2,1,2,5,Others
13709.0,4,18,6532.75,5,5,5,15,Champions
13710.0,32,3,509.52,4,3,2,9,Loyal Customers
13711.0,219,9,1610.71,2,5,4,11,At Risk
13712.0,247,2,733.77,2,2,3,7,Others
13713.0,408,3,663.46,2,3,3,8,Others
13714.0,465,1,113.95,1,1,1,3,Lost
13715.0,281,17,8297.04,2,5,5,12,At Risk
13716.0,269,1,138.28,2,1,1,4,Others
13717.0,32,8,1583.95,4,4,4,12,Champions
13718.0,246,2,252.4,2,2,2,6,Others
13719.0,15,11,2610.11,5,5,5,15,Champions
13720.0,117,4,765.0,3,3,3,9,Loyal Customers
13721.0,36,2,688.34,4,2,3,9,Potential Loyalist
13722.0,132,10,4478.16,3,5,5,13,Loyal Customers
13723.0,217,6,1044.05,2,4,3,9,At Risk
13724.0,637,1,213.01,1,1,1,3,Lost
13725.0,50,7,1240.96,4,4,4,12,Champions
13726.0,39,2,1079.6599999999999,4,2,4,10,Potential Loyalist
13727.0,29,8,752.2,4,4,3,11,Champions
13728.0,37,16,1987.22,4,5,4,13,Champions
13729.0,436,3,486.13,1,3,2,6,Others
13730.0,136,2,545.95,3,2,3,8,Others
13731.0,219,2,511.59000000000003,2,2,2,6,Others
13732.0,28,1,491.86,4,1,2,7,Potential Loyalist
13733.0,411,2,447.23,1,2,2,5,Lost
13734.0,509,2,118.29,1,2,1,4,Lost
13735.0,25,13,7769.32,4,5,5,14,Champions
13736.0,5,7,2200.01,5,4,4,13,Champions
13737.0,200,1,259.59999999999997,2,1,2,5,Others
13738.0,396,1,395.33,2,1,2,5,Others
13739.0,18,2,292.2,5,2,2,9,Potential Loyalist
13740.0,241,5,1311.42,2,4,4,10,At Risk
13741.0,72,3,405.63,3,3,2,8,Loyal Customers
13742.0,17,12,1946.77,5,5,4,14,Champions
13743.0,3,7,1341.6,5,4,4,13,Champions
13744.0,95,2,1096.86,3,2,4,9,Others
13745.0,162,2,760.36,3,2,3,8,Others
13746.0,414,1,163.94,1,1,1,3,Lost
13747.0,425,1,50.4,1,1,1,3,Lost
13748.0,96,9,2124.9,3,5,4,12,Loyal Customers
13750.0,54,11,3281.08,4,5,5,14,Champions
13751.0,288,1,240.6,2,1,2,5,Others
13752.0,124,7,1314.28,3,4,4,11,Loyal Customers
13753.0,288,4,2094.57,2,3,4,9,Others
13754.0,152,3,353.4,3,3,2,8,Loyal Customers
13755.0,4,9,1734.75,5,5,4,14,Champions
13756.0,2,23,8806.6,5,5,5,15,Champions
13757.0,675,1,42.55,1,1,1,3,Lost
13758.0,12,14,8675.09,5,5,5,15,Champions
13759.0,33,2,597.51,4,2,3,9,Potential Loyalist
13760.0,54,5,862.19,4,4,3,11,Champions
13761.0,50,6,1724.02,4,4,4,12,Champions
13762.0,219,5,2472.48,2,4,4,10,At Risk
13763.0,63,2,4707.44,3,2,5,10,Others
13764.0,71,6,2571.61,3,4,5,12,Loyal Customers
13765.0,653,1,293.021,1,1,2,4,Lost
13766.0,495,1,190.35,1,1,1,3,Lost
13767.0,2,70,31797.480000000003,5,5,5,15,Champions
13768.0,727,2,810.6700000000001,1,2,3,6,Lost
13769.0,2,20,5467.320000000001,5,5,5,15,Champions
13770.0,422,4,710.82,1,3,3,7,Others
13771.0,64,9,5058.82,3,5,5,13,Loyal Customers
13772.0,34,8,2452.42,4,4,4,12,Champions
13773.0,397,2,301.54,2,2,2,6,Others
13774.0,82,1,314.15000000000003,3,1,2,6,Others
13775.0,591,1,706.8100000000001,1,1,3,5,Lost
13777.0,1,61,56465.67,5,5,5,15,Champions
13778.0,103,4,1025.79,3,3,3,9,Loyal Customers
13779.0,516,1,110.13,1,1,1,3,Lost
13780.0,7,3,700.97,5,3,3,11,Loyal Customers
13781.0,251,3,690.88,2,3,3,8,Others
13782.0,13,13,1352.02,5,5,4,14,Champions
13783.0,488,4,1542.09,1,3,4,8,Others
13784.0,10,14,2569.2799999999997,5,5,5,15,Champions
13785.0,429,4,360.19,1,3,2,6,Others
13786.0,367,6,2751.89,2,4,5,11,At Risk
13787.0,76,6,1025.3,3,4,3,10,Loyal Customers
13788.0,505,1,3.75,1,1,1,3,Lost
13789.0,388,1,239.45999999999998,2,1,2,5,Others
13790.0,4,1,348.8,5,1,2,8,Potential Loyalist
13791.0,128,2,1516.0,3,2,4,9,Others
13792.0,66,3,286.25,3,3,2,8,Loyal Customers
13793.0,647,1,96.0,1,1,1,3,Lost
13794.0,547,1,108.13,1,1,1,3,Lost
13795.0,388,4,807.65,2,3,3,8,Others
13796.0,499,1,278.75,1,1,2,4,Lost
13797.0,437,3,926.7,1,3,3,7,Others
13798.0,1,110,70325.72,5,5,5,15,Champions
13799.0,117,9,2717.02,3,5,5,13,Loyal Customers
13800.0,310,3,1352.1100000000001,2,3,4,9,Others
13801.0,67,1,247.1,3,1,2,6,Others
13802.0,139,19,22686.26,3,5,5,13,Loyal Customers
13803.0,255,3,1283.1100000000001,2,3,4,9,Others
13804.0,31,9,2979.22,4,5,5,14,Champions
13805.0,52,2,924.6,4,2,3,9,Potential Loyalist
13806.0,64,1,218.13000000000002,3,1,1,5,Others
13807.0,367,3,342.05,2,3,2,7,Others
13808.0,6,5,1373.06,5,4,4,13,Champions
13809.0,305,3,433.9,2,3,2,7,Others
13810.0,29,2,609.16,4,2,3,9,Potential Loyalist
13812.0,42,3,452.1,4,3,2,9,Loyal Customers
13813.0,40,8,2106.4700000000003,4,4,4,12,Champions
13814.0,92,3,2036.42,3,3,4,10,Loyal Customers
13815.0,22,8,6113.59,4,4,5,13,Champions
13816.0,24,2,443.82,4,2,2,8,Potential Loyalist
13817.0,29,2,328.98,4,2,2,8,Potential Loyalist
13818.0,430,1,61.28,1,1,1,3,Lost
13819.0,302,6,2595.35,2,4,5,11,At Risk
13820.0,418,3,625.2,1,3,3,7,Others
13821.0,145,6,1234.83,3,4,4,11,Loyal Customers
13822.0,6,2,582.7,5,2,3,10,Potential Loyalist
13823.0,19,7,2851.15,5,4,5,14,Champions
13824.0,33,12,3185.56,4,5,5,14,Champions
13825.0,622,2,255.59,1,2,2,5,Lost
13826.0,176,1,102.30000000000001,3,1,1,5,Others
13827.0,58,3,239.9,4,3,2,9,Loyal Customers
13828.0,22,1,209.49,4,1,1,6,Potential Loyalist
13830.0,582,1,110.20000000000002,1,1,1,3,Lost
13831.0,16,18,5843.78,5,5,5,15,Champions
13832.0,19,2,535.59,5,2,3,10,Potential Loyalist
13833.0,159,2,440.26,3,2,2,7,Others
13834.0,577,2,267.54,1,2,2,5,Lost
13835.0,25,7,853.67,4,4,3,11,Champions
13836.0,399,2,462.47,2,2,2,6,Others
13837.0,212,2,271.24,2,2,2,6,Others
13838.0,6,10,1662.44,5,5,4,14,Champions
13839.0,486,1,139.95000000000002,1,1,1,3,Lost
13840.0,416,1,579.8000000000001,1,1,3,5,Lost
13841.0,253,1,85.0,2,1,1,4,Others
13842.0,59,18,4322.66,4,5,5,14,Champions
13843.0,381,1,244.15,2,1,2,5,Others
13844.0,11,1,345.12,5,1,2,8,Potential Loyalist
13845.0,65,1,312.98,3,1,2,6,Others
13846.0,25,4,1159.99,4,3,4,11,Loyal Customers
13847.0,720,1,221.92000000000002,1,1,1,3,Lost
13848.0,92,8,3335.0,3,4,5,12,Loyal Customers
13849.0,52,5,2832.65,4,4,5,13,Champions
13850.0,129,1,1478.98,3,1,4,8,Others
13851.0,96,7,4319.26,3,4,5,12,Loyal Customers
13852.0,611,1,187.35000000000002,1,1,1,3,Lost
13853.0,57,1,665.74,4,1,3,8,Potential Loyalist
13854.0,9,39,7338.06,5,5,5,15,Champions
13855.0,501,4,1280.49,1,3,4,8,Others
13856.0,169,11,982.03,3,5,3,11,Loyal Customers
13857.0,393,6,956.66,2,4,3,9,At Risk
13858.0,57,1,182.67,4,1,1,6,Potential Loyalist
13859.0,326,2,253.91000000000003,2,2,2,6,Others
13860.0,1,5,1116.05,5,4,4,13,Champions
13861.0,429,2,223.60999999999999,1,2,1,4,Lost
13862.0,18,9,2505.09,5,5,4,14,Champions
13863.0,248,4,993.35,2,3,3,8,Others
13864.0,387,1,662.4000000000001,2,1,3,6,Others
13865.0,58,4,437.81,4,3,2,9,Loyal Customers
13866.0,74,1,145.67000000000002,3,1,1,5,Others
13867.0,31,3,719.74,4,3,3,10,Loyal Customers
13868.0,7,2,3132.09,5,2,5,12,Potential Loyalist
13869.0,123,10,6420.97,3,5,5,13,Loyal Customers
13870.0,2,15,5391.18,5,5,5,15,Champions
13871.0,23,17,6650.75,4,5,5,14,Champions
13872.0,527,3,862.37,1,3,3,7,Others
13873.0,120,8,750.27,3,4,3,10,Loyal Customers
13874.0,358,7,1778.25,2,4,4,10,At Risk
13875.0,54,14,4216.12,4,5,5,14,Champions
13876.0,64,1,98.80000000000001,3,1,1,5,Others
13877.0,86,3,421.98,3,3,2,8,Loyal Customers
13878.0,55,4,1904.6100000000001,4,3,4,11,Loyal Customers
13879.0,646,1,375.6,1,1,2,4,Lost
13880.0,21,17,4078.31,4,5,5,14,Champions
13881.0,4,41,42466.4,5,5,5,15,Champions
13882.0,3,5,866.78,5,4,3,12,Champions
13883.0,11,14,5806.37,5,5,5,15,Champions
13884.0,7,9,1706.63,5,5,4,14,Champions
13885.0,189,2,390.2,2,2,2,6,Others
13886.0,71,1,218.56,3,1,1,5,Others
13887.0,204,1,293.95,2,1,2,5,Others
13888.0,120,7,1683.85,3,4,4,11,Loyal Customers
13889.0,93,6,1991.23,3,4,4,11,Loyal Customers
13890.0,1,14,2802.6800000000003,5,5,5,15,Champions
13891.0,378,3,748.3100000000001,2,3,3,8,Others
13892.0,27,6,1267.6499999999999,4,4,4,12,Champions
13893.0,298,1,338.5,2,1,2,5,Others
13894.0,24,3,551.87,4,3,3,10,Loyal Customers
13895.0,28,6,3561.67,4,4,5,13,Champions
13896.0,626,1,261.05,1,1,2,4,Lost
13897.0,50,3,1132.77,4,3,4,11,Loyal Customers
13898.0,326,2,649.5,2,2,3,7,Others
13899.0,16,2,337.52,5,2,2,9,Potential Loyalist
13900.0,193,5,1425.79,2,4,4,10,At Risk
13901.0,72,15,4933.99,3,5,5,13,Loyal Customers
13902.0,632,5,34023.26,1,4,5,10,At Risk
13903.0,400,1,165.45000000000002,2,1,1,4,Others
13904.0,37,2,332.64,4,2,2,8,Potential Loyalist
13905.0,733,1,252.90000000000003,1,1,2,4,Lost
13906.0,409,1,42.0,2,1,1,4,Others
13907.0,692,1,136.8,1,1,1,3,Lost
13908.0,80,4,2221.1,3,3,4,10,Loyal Customers
13909.0,423,2,216.05,1,2,1,4,Lost
13911.0,57,20,3918.44,4,5,5,14,Champions
13912.0,424,1,124.95,1,1,1,3,Lost
13913.0,507,1,13.52,1,1,1,3,Lost
13914.0,12,2,613.95,5,2,3,10,Potential Loyalist
13915.0,394,1,70.80000000000001,2,1,1,4,Others
13916.0,464,4,991.16,1,3,3,7,Others
13917.0,50,2,252.14000000000001,4,2,2,8,Potential Loyalist
13918.0,50,2,1192.94,4,2,4,10,Potential Loyalist
13919.0,59,4,1178.93,4,3,4,11,Loyal Customers
13920.0,432,4,1639.18,1,3,4,8,Others
13921.0,402,4,539.0500000000001,2,3,3,8,Others
13922.0,352,3,787.15,2,3,3,8,Others
13923.0,54,1,317.63,4,1,2,7,Potential Loyalist
13924.0,2,6,1684.15,5,4,4,13,Champions
13925.0,93,4,444.3,3,3,2,8,Loyal Customers
13926.0,23,1,150.10000000000002,4,1,1,6,Potential Loyalist
13927.0,75,2,692.36,3,2,3,8,Others
13928.0,11,4,336.47,5,3,2,10,Loyal Customers
13929.0,169,9,1674.36,3,5,4,12,Loyal Customers
13930.0,58,2,337.34,4,2,2,8,Potential Loyalist
13931.0,96,11,4831.18,3,5,5,13,Loyal Customers
13932.0,295,1,195.8,2,1,1,4,Others
13933.0,109,2,576.99,3,2,3,8,Others
13934.0,264,1,818.65,2,1,3,6,Others
13935.0,597,3,4777.97,1,3,5,9,Others
13936.0,180,3,904.76,3,3,3,9,Loyal Customers
13937.0,169,2,827.58,3,2,3,8,Others
13938.0,35,1,71.66,4,1,1,6,Potential Loyalist
13939.0,23,7,1517.56,4,4,4,12,Champions
13940.0,17,4,709.04,5,3,3,11,Loyal Customers
13941.0,22,15,10926.6,4,5,5,14,Champions
13942.0,535,1,320.0,1,1,2,4,Lost
13943.0,578,1,204.04,1,1,1,3,Lost
13944.0,653,1,200.43,1,1,1,3,Lost
13945.0,395,2,715.75,2,2,3,7,Others
13946.0,79,6,1692.63,3,4,4,11,Loyal Customers
13947.0,65,1,90.6,3,1,1,5,Others
13948.0,361,4,457.26,2,3,2,7,Others
13949.0,3,6,2427.32,5,4,4,13,Champions
13950.0,11,4,519.26,5,3,2,10,Loyal Customers
13951.0,176,3,565.05,3,3,3,9,Loyal Customers
13952.0,218,14,9878.021,2,5,5,12,At Risk
13953.0,7,12,6640.68,5,5,5,15,Champions
13954.0,2,2,307.82,5,2,2,9,Potential Loyalist
13955.0,154,3,387.37,3,3,2,8,Loyal Customers
13956.0,5,5,742.6700000000001,5,4,3,12,Champions
13957.0,418,3,339.65,1,3,2,6,Others
13958.0,380,8,3567.4300000000003,2,4,5,11,At Risk
13959.0,79,6,911.63,3,4,3,10,Loyal Customers
13960.0,21,2,230.22,4,2,1,7,Potential Loyalist
13961.0,392,1,470.25,2,1,2,5,Others
13962.0,22,3,245.60000000000002,4,3,2,9,Loyal Customers
13963.0,308,17,2689.12,2,5,5,12,At Risk
13964.0,387,2,404.9,2,2,2,6,Others
13965.0,477,3,576.96,1,3,3,7,Others
13966.0,435,1,390.86,1,1,2,4,Lost
13967.0,146,2,146.4,3,2,1,6,Others
13968.0,423,1,123.66,1,1,1,3,Lost
13969.0,7,35,12125.27,5,5,5,15,Champions
13970.0,386,2,846.55,2,2,3,7,Others
13971.0,19,14,4477.62,5,5,5,15,Champions
13972.0,71,2,174.35,3,2,1,6,Others
13973.0,287,1,186.75,2,1,1,4,Others
13974.0,49,2,641.92,4,2,3,9,Potential Loyalist
13975.0,31,12,5092.79,4,5,5,14,Champions
13976.0,207,4,928.5600000000001,2,3,3,8,Others
13977.0,411,1,392.61,1,1,2,4,Lost
13978.0,15,2,196.79000000000002,5,2,1,8,Potential Loyalist
13979.0,73,7,3094.88,3,4,5,12,Loyal Customers
13980.0,60,5,647.62,3,4,3,10,Loyal Customers
13981.0,416,1,283.39,1,1,2,4,Lost
13982.0,39,9,4211.74,4,5,5,14,Champions
13983.0,30,19,5549.6,4,5,5,14,Champions
13984.0,27,12,2033.0,4,5,4,13,Champions
13985.0,4,22,9802.06,5,5,5,15,Champions
13986.0,17,1,320.46,5,1,2,8,Potential Loyalist
13987.0,380,2,666.64,2,2,3,7,Others
13988.0,20,8,3960.0,4,4,5,13,Champions
13989.0,66,5,1963.71,3,4,4,11,Loyal Customers
13990.0,213,1,311.3,2,1,2,5,Others
13991.0,12,6,855.97,5,4,3,12,Champions
13992.0,30,3,203.6,4,3,1,8,Loyal Customers
13993.0,43,19,5025.06,4,5,5,14,Champions
13994.0,4,6,2059.04,5,4,4,13,Champions
13995.0,15,14,3651.81,5,5,5,15,Champions
13996.0,386,2,798.0600000000001,2,2,3,7,Others
13997.0,519,2,227.51,1,2,1,4,Lost
13998.0,447,3,399.2,1,3,2,6,Others
13999.0,10,29,8313.11,5,5,5,15,Champions
14000.0,211,5,2046.3400000000001,2,4,4,10,At Risk
14001.0,46,9,4145.79,4,5,5,14,Champions
14002.0,134,2,436.28,3,2,2,7,Others
14003.0,733,1,176.51,1,1,1,3,Lost
14004.0,43,11,5098.4,4,5,5,14,Champions
14005.0,10,5,2403.72,5,4,4,13,Champions
14006.0,116,7,2135.32,3,4,4,11,Loyal Customers
14007.0,513,1,42.58,1,1,1,3,Lost
14008.0,432,1,509.04,1,1,2,4,Lost
14009.0,198,3,1017.11,2,3,3,8,Others
14010.0,565,2,445.15,1,2,2,5,Lost
14011.0,480,2,457.82,1,2,2,5,Lost
14012.0,278,1,328.8,2,1,2,5,Others
14013.0,110,5,957.8199999999999,3,4,3,10,Loyal Customers
14014.0,77,3,1603.11,3,3,4,10,Loyal Customers
14015.0,53,1,917.34,4,1,3,8,Potential Loyalist
14016.0,162,11,8668.66,3,5,5,13,Loyal Customers
14017.0,571,1,185.20000000000002,1,1,1,3,Lost
14018.0,645,1,367.15000000000003,1,1,2,4,Lost
14019.0,47,3,1372.21,4,3,4,11,Loyal Customers
14020.0,17,4,1066.71,5,3,4,12,Loyal Customers
14021.0,155,7,1449.83,3,4,4,11,Loyal Customers
14022.0,225,2,775.15,2,2,3,7,Others
14023.0,7,2,564.17,5,2,3,10,Potential Loyalist
14024.0,122,3,488.49,3,3,2,8,Loyal Customers
14025.0,465,8,3032.7,1,4,5,10,At Risk
14026.0,471,2,713.11,1,2,3,6,Lost
14027.0,61,1,104.82,3,1,1,5,Others
14028.0,550,3,10396.5,1,3,5,9,Others
14029.0,63,2,365.66,3,2,2,7,Others
14030.0,18,20,6004.14,5,5,5,15,Champions
14031.0,7,43,33819.19,5,5,5,15,Champions
14032.0,2,16,4542.7699999999995,5,5,5,15,Champions
14033.0,555,1,109.44,1,1,1,3,Lost
14034.0,22,3,518.0699999999999,4,3,2,9,Loyal Customers
14035.0,29,9,2488.42,4,5,4,13,Champions
14036.0,285,1,451.25,2,1,2,5,Others
14037.0,176,6,829.0,3,4,3,10,Loyal Customers
14038.0,78,5,2964.1800000000003,3,4,5,12,Loyal Customers
14039.0,33,2,235.48,4,2,1,7,Potential Loyalist
14040.0,41,34,9971.37,4,5,5,14,Champions
14041.0,266,1,141.41,2,1,1,4,Others
14042.0,725,1,353.28,1,1,2,4,Lost
14043.0,491,2,198.85,1,2,1,4,Lost
14044.0,27,10,2777.05,4,5,5,14,Champions
14045.0,338,14,6349.03,2,5,5,12,At Risk
14046.0,284,1,154.99,2,1,1,4,Others
14047.0,9,14,3196.73,5,5,5,15,Champions
14048.0,305,2,708.74,2,2,3,7,Others
14049.0,17,13,11000.48,5,5,5,15,Champions
14050.0,32,2,746.36,4,2,3,9,Potential Loyalist
14051.0,1,37,20428.350000000002,5,5,5,15,Champions
14052.0,20,2,353.21,4,2,2,8,Potential Loyalist
14053.0,124,4,572.3,3,3,3,9,Loyal Customers
14054.0,65,1,92.46,3,1,1,5,Others
14055.0,106,3,1203.81,3,3,4,10,Loyal Customers
14056.0,1,23,5960.95,5,5,5,15,Champions
14057.0,24,21,7727.79,4,5,5,14,Champions
14058.0,463,2,426.69,1,2,2,5,Lost
14059.0,267,1,183.6,2,1,1,4,Others
14060.0,5,30,9376.78,5,5,5,15,Champions
14061.0,507,3,704.1,1,3,3,7,Others
14062.0,10,24,25285.9,5,5,5,15,Champions
14063.0,687,6,5192.3,1,4,5,10,At Risk
14064.0,29,15,3306.02,4,5,5,14,Champions
14065.0,389,3,771.32,2,3,3,8,Others
14066.0,267,1,114.3,2,1,1,4,Others
14067.0,64,2,322.8,3,2,2,7,Others
14068.0,320,4,1345.32,2,3,4,9,Others
14069.0,515,2,183.11,1,2,1,4,Lost
14070.0,685,1,191.65,1,1,1,3,Lost
14071.0,4,8,1011.82,5,4,3,12,Champions
14072.0,667,1,237.15,1,1,1,3,Lost
14073.0,32,1,151.04,4,1,1,6,Potential Loyalist
14074.0,623,1,219.39999999999998,1,1,1,3,Lost
14075.0,5,5,1525.82,5,4,4,13,Champions
14076.0,129,1,105.52,3,1,1,5,Others
14077.0,41,6,547.68,4,4,3,11,Champions
14078.0,102,9,1439.33,3,5,4,12,Loyal Customers
14079.0,125,1,333.25,3,1,2,6,Others
14080.0,33,5,491.89,4,4,2,10,Champions
14081.0,302,10,4352.95,2,5,5,12,At Risk
14082.0,365,2,341.81,2,2,2,6,Others
14083.0,4,11,1131.91,5,5,4,14,Champions
14084.0,512,1,150.5,1,1,1,3,Lost
14085.0,2,32,8854.64,5,5,5,15,Champions
14087.0,3,3,724.42,5,3,3,11,Loyal Customers
14088.0,10,15,44424.37,5,5,5,15,Champions
14089.0,57,1,144.5,4,1,1,6,Potential Loyalist
14090.0,325,1,76.32000000000001,2,1,1,4,Others
14091.0,654,2,9530.08,1,2,5,8,Lost
14092.0,8,24,6586.95,5,5,5,15,Champions
14093.0,12,1,442.85,5,1,2,8,Potential Loyalist
14094.0,440,1,310.32,1,1,2,4,Lost
14095.0,723,1,2.95,1,1,1,3,Lost
14096.0,4,17,39889.01,5,5,5,15,Champions
14097.0,481,2,367.46,1,2,2,5,Lost
14098.0,37,1,147.35,4,1,1,6,Potential Loyalist
14099.0,16,20,5572.71,5,5,5,15,Champions
14100.0,138,1,147.2,3,1,1,5,Others
14101.0,74,13,9961.93,3,5,5,13,Loyal Customers
14102.0,5,5,1327.8799999999999,5,4,4,13,Champions
14103.0,665,1,0.0,1,1,1,3,Lost
14104.0,166,4,537.33,3,3,3,9,Loyal Customers
14105.0,239,5,5477.9800000000005,2,4,5,11,At Risk
14107.0,52,11,4563.15,4,5,5,14,Champions
14108.0,31,4,991.4100000000001,4,3,3,10,Loyal Customers
14109.0,73,1,144.2,3,1,1,5,Others
14110.0,4,33,12824.95,5,5,5,15,Champions
14111.0,14,4,677.85,5,3,3,11,Loyal Customers
14112.0,23,12,5527.04,4,5,5,14,Champions
14113.0,4,16,6788.360000000001,5,5,5,15,Champions
14114.0,331,6,1020.39,2,4,3,9,At Risk
14115.0,502,2,571.6700000000001,1,2,3,6,Lost
14116.0,20,5,1163.84,4,4,4,12,Champions
14117.0,144,1,90.0,3,1,1,5,Others
14118.0,429,1,262.35,1,1,2,4,Lost
14119.0,376,2,153.52,2,2,1,5,Others
14121.0,4,4,2520.2,5,3,4,12,Loyal Customers
14122.0,406,2,236.92000000000002,2,2,1,5,Others
14123.0,733,1,423.43,1,1,2,4,Lost
14124.0,84,1,419.58000000000004,3,1,2,6,Others
14125.0,11,3,2396.53,5,3,4,12,Loyal Customers
14126.0,8,4,1122.6100000000001,5,3,4,12,Loyal Customers
14127.0,123,6,1489.38,3,4,4,11,Loyal Customers
14128.0,61,3,911.71,3,3,3,9,Loyal Customers
14129.0,2,9,2591.34,5,5,5,15,Champions
14130.0,319,4,1722.32,2,3,4,9,Others
14131.0,649,1,187.87,1,1,1,3,Lost
14132.0,2,11,3538.23,5,5,5,15,Champions
14133.0,130,4,630.0899999999999,3,3,3,9,Loyal Customers
14134.0,383,15,9929.65,2,5,5,12,At Risk
14135.0,2,24,9512.67,5,5,5,15,Champions
14136.0,401,5,1448.01,2,4,4,10,At Risk
14137.0,696,1,332.7,1,1,2,4,Lost
14138.0,2,2,982.3800000000001,5,2,3,10,Potential Loyalist
14139.0,46,4,972.1,4,3,3,10,Loyal Customers
14140.0,4,2,922.3,5,2,3,10,Potential Loyalist
14141.0,3,4,902.38,5,3,3,11,Loyal Customers
14142.0,373,2,936.4,2,2,3,7,Others
14143.0,134,1,64.8,3,1,1,5,Others
14144.0,486,1,30.599999999999998,1,1,1,3,Lost
14145.0,47,7,7587.3,4,4,5,13,Champions
14146.0,9,12,8047.6,5,5,5,15,Champions
14147.0,78,9,2182.6,3,5,4,12,Loyal Customers
14148.0,234,2,211.29000000000002,2,2,1,5,Others
14149.0,221,1,421.12,2,1,2,5,Others
14150.0,36,2,658.64,4,2,3,9,Potential Loyalist
14151.0,673,2,615.0,1,2,3,6,Lost
14152.0,75,7,1997.3400000000001,3,4,4,11,Loyal Customers
14153.0,483,1,233.4,1,1,1,3,Lost
14154.0,239,7,4928.4,2,4,5,11,At Risk
14155.0,266,1,118.75,2,1,1,4,Others
14156.0,10,135,256856.17,5,5,5,15,Champions
14157.0,20,5,975.83,4,4,3,11,Champions
14158.0,40,1,433.86,4,1,2,7,Potential Loyalist
14159.0,20,20,7677.01,4,5,5,14,Champions
14160.0,610,7,8045.57,1,4,5,10,At Risk
14161.0,216,7,2955.08,2,4,5,11,At Risk
14162.0,174,2,238.91,3,2,2,7,Others
14163.0,87,5,2143.32,3,4,4,11,Loyal Customers
14164.0,71,2,1631.77,3,2,4,9,Others
14165.0,276,1,84.29,2,1,1,4,Others
14166.0,505,2,227.0,1,2,1,4,Lost
14167.0,39,8,1169.14,4,4,4,12,Champions
14168.0,421,2,330.65,1,2,2,5,Lost
14169.0,431,2,444.83000000000004,1,2,2,5,Lost
14170.0,375,3,493.98,2,3,2,7,Others
14171.0,98,2,443.44,3,2,2,7,Others
14172.0,605,3,212.57,1,3,1,5,Others
14173.0,11,6,492.5,5,4,2,11,Champions
14174.0,33,1,124.51,4,1,1,6,Potential Loyalist
14175.0,60,8,4924.03,3,4,5,12,Loyal Customers
14176.0,297,5,836.4100000000001,2,4,3,9,At Risk
14177.0,86,12,1637.39,3,5,4,12,Loyal Customers
14178.0,9,7,1523.48,5,4,4,13,Champions
14179.0,41,2,566.88,4,2,3,9,Potential Loyalist
14180.0,11,33,2136.9,5,5,4,14,Champions
14181.0,411,2,297.8,1,2,2,5,Lost
14182.0,444,4,449.97,1,3,2,6,Others
14183.0,411,2,218.69,1,2,1,4,Lost
14184.0,67,1,245.59,3,1,2,6,Others
14185.0,331,1,12.75,2,1,1,4,Others
14186.0,427,5,1550.63,1,4,4,9,At Risk
14187.0,474,1,94.85,1,1,1,3,Lost
14188.0,31,6,1988.56,4,4,4,12,Champions
14189.0,2,16,5132.84,5,5,5,15,Champions
14191.0,2,14,4688.06,5,5,5,15,Champions
14192.0,388,1,293.74,2,1,2,5,Others
14193.0,68,3,1162.49,3,3,4,10,Loyal Customers
14194.0,5,36,16513.56,5,5,5,15,Champions
14195.0,252,5,2341.2,2,4,4,10,At Risk
14196.0,107,1,318.52,3,1,2,6,Others
14197.0,411,1,310.7,1,1,2,4,Lost
14198.0,18,9,1163.33,5,5,4,14,Champions
14199.0,218,3,471.0,2,3,2,7,Others
14200.0,617,1,325.3,1,1,2,4,Lost
14201.0,60,10,1090.39,3,5,4,12,Loyal Customers
14202.0,381,3,410.11,2,3,2,7,Others
14203.0,397,1,139.6,2,1,1,4,Others
14204.0,2,4,854.36,5,3,3,11,Loyal Customers
14205.0,17,9,1550.45,5,5,4,14,Champions
14206.0,239,3,1051.71,2,3,3,8,Others
14207.0,688,1,157.8,1,1,1,3,Lost
14208.0,95,2,485.2,3,2,2,7,Others
14209.0,11,15,3586.7200000000003,5,5,5,15,Champions
14210.0,106,16,5066.87,3,5,5,13,Loyal Customers
14211.0,53,17,4011.4900000000002,4,5,5,14,Champions
14212.0,90,2,2190.14,3,2,4,9,Others
14213.0,405,1,825.0,2,1,3,6,Others
14214.0,31,5,944.98,4,4,3,11,Champions
14215.0,12,9,2981.48,5,5,5,15,Champions
14216.0,3,5,1493.69,5,4,4,13,Champions
14217.0,2,23,2283.44,5,5,4,14,Champions
14218.0,43,1,169.48000000000002,4,1,1,6,Potential Loyalist
14219.0,4,3,494.28000000000003,5,3,2,10,Loyal Customers
14220.0,247,4,1130.6000000000001,2,3,4,9,Others
